"YEAR","ID_","AGE","EDUC","SEX","RACE","RICHWORK","JOBINC","GETAHEAD","TIMEPDWK","TIMELEIS","WRKEARN","WRKENJOY","SECJOB","HIINC","PROMOTN","INTJOB","WRKINDP","HLPOTHS","HLPSOC","FLEXHRS","IWRKHARD","JOBSAT","HELPORG1"
1998,501,60,10,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,502,53,12,2,2,0,0,1,3,3,2,4,2,2,3,2,3,2,2,3,0,0,0
1998,503,79,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,504,80,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,505,34,14,2,2,0,0,0,8,1,8,8,1,1,1,1,2,2,1,3,0,0,0
1998,506,85,9,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,507,58,12,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,508,69,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,509,39,11,2,3,1,0,2,3,2,4,1,1,1,1,1,2,2,2,2,3,1,1
1998,510,29,8,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,511,22,12,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,512,36,14,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,513,29,12,2,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,514,26,8,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,515,73,3,2,1,0,0,8,8,2,1,4,1,1,2,1,2,2,2,2,0,0,0
1998,516,89,8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,517,36,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,518,35,13,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,519,36,16,1,3,2,0,2,1,5,4,1,1,1,1,1,2,3,3,2,2,4,3
1998,520,70,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,521,22,15,2,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,522,32,13,2,1,0,0,0,3,1,3,4,2,2,2,2,1,2,2,1,1,2,3
1998,523,31,12,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,524,34,16,2,1,2,0,1,4,1,5,2,1,1,1,1,2,2,1,3,3,2,2
1998,525,28,16,1,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,526,52,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,527,28,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,528,25,14,2,3,1,0,3,3,2,3,2,1,1,1,1,1,2,1,1,2,3,3
1998,529,40,18,2,1,2,0,2,3,1,5,2,1,2,1,2,2,2,2,1,2,3,2
1998,530,30,16,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,531,26,16,1,3,0,0,0,3,2,5,4,2,2,1,1,2,2,2,3,2,2,1
1998,532,34,16,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,533,80,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,534,65,12,1,1,1,0,1,9,3,2,1,1,1,2,2,5,3,4,1,3,3,3
1998,535,32,16,1,1,1,0,2,4,2,5,8,1,1,1,1,1,2,1,3,3,2,2
1998,536,54,12,1,3,0,0,0,4,2,4,2,1,1,1,1,1,1,1,1,1,2,2
1998,537,38,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,538,20,13,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,539,29,13,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,540,55,12,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,541,30,12,2,1,0,0,2,2,1,2,4,2,1,3,2,3,3,3,3,0,0,0
1998,542,55,12,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,543,27,12,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,544,37,13,2,2,0,0,0,9,9,9,9,1,2,1,1,2,2,2,2,2,3,2
1998,545,25,8,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,546,25,10,1,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,547,29,10,1,3,0,0,0,2,4,2,1,1,1,1,1,1,1,2,2,3,4,1
1998,548,32,11,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,549,37,16,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,550,53,11,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,551,82,17,1,1,0,0,2,1,2,5,1,2,2,2,2,4,3,3,4,0,0,0
1998,552,67,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,553,62,11,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,554,64,16,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,555,55,12,2,1,0,0,0,3,2,4,2,1,2,2,1,2,1,1,3,2,3,2
1998,556,40,12,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,557,36,19,2,1,0,0,0,3,2,4,3,1,2,2,2,2,3,3,3,2,4,3
1998,558,46,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,559,51,17,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,560,35,16,2,1,1,0,2,3,2,3,4,1,2,2,2,2,2,1,2,2,3,3
1998,561,60,12,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,562,19,12,2,1,1,0,1,1,2,4,2,1,2,1,1,1,1,1,3,8,1,2
1998,563,30,16,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,564,25,16,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,565,36,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,566,68,12,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,567,41,4,1,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,568,30,14,2,3,0,0,0,3,2,4,3,3,3,2,2,2,1,2,3,3,4,2
1998,569,28,12,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,570,32,11,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,571,22,12,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,572,30,16,2,1,1,0,2,5,1,5,4,2,2,2,2,2,2,2,2,2,2,4
1998,573,25,12,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,574,38,12,1,3,1,0,2,2,2,1,2,1,1,1,1,1,2,1,2,2,4,9
1998,575,53,7,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,576,36,12,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,577,35,12,2,2,0,0,0,3,1,3,3,1,1,2,2,3,4,4,3,2,3,2
1998,578,19,12,1,2,0,0,1,2,4,3,2,1,2,1,1,2,2,2,2,0,0,0
1998,579,30,12,2,2,2,0,2,4,1,1,4,2,1,1,2,3,3,3,2,1,5,4
1998,580,48,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,581,37,14,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,582,44,12,2,2,1,0,1,3,2,2,2,2,2,2,2,3,3,3,2,2,3,2
1998,583,34,12,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,584,31,10,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,585,60,14,2,2,0,0,0,3,1,2,3,1,1,2,2,2,2,2,2,2,3,3
1998,586,39,12,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,587,36,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,588,88,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,589,52,17,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,590,25,14,1,3,0,0,2,1,1,2,2,2,1,1,1,3,3,1,2,0,0,0
1998,591,37,15,1,2,0,0,1,2,1,5,5,1,2,1,1,1,1,1,2,2,4,1
1998,592,36,12,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,593,55,15,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,594,44,16,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,595,33,16,1,1,0,0,0,8,2,4,2,2,1,2,2,2,3,3,3,3,2,1
1998,596,30,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,597,57,13,1,1,1,0,2,4,2,3,3,2,3,2,1,3,2,2,2,2,3,3
1998,598,45,12,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,599,40,14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,600,60,14,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,601,29,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,602,47,16,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,603,50,98,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,604,31,12,1,1,1,0,1,3,3,3,3,1,1,1,1,9,1,1,3,2,3,1
1998,605,34,15,1,1,0,0,0,9,9,9,9,1,2,2,2,2,2,2,2,3,3,9
1998,606,45,12,1,1,0,0,0,3,3,3,3,1,3,2,2,2,3,3,2,3,3,1
1998,607,81,12,2,2,0,0,0,3,2,4,2,8,8,8,8,8,8,8,8,0,0,0
1998,608,55,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,609,51,12,1,1,0,0,1,2,2,1,2,2,2,2,2,3,3,3,3,0,0,0
1998,610,24,11,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,611,21,13,2,3,1,0,1,2,1,3,2,2,1,1,1,3,2,3,3,2,3,3
1998,612,51,14,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,613,32,12,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,614,44,12,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,615,27,12,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,616,76,16,2,1,0,0,0,8,3,5,5,8,8,8,8,8,8,8,8,0,0,0
1998,617,64,12,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,618,43,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,619,34,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,620,33,13,2,1,0,0,1,8,2,3,2,1,1,1,1,2,1,1,2,0,0,0
1998,621,45,16,1,1,0,0,0,8,1,2,5,2,2,2,1,2,2,2,3,2,5,3
1998,622,80,12,1,1,0,0,1,8,3,4,2,1,1,1,1,1,2,2,2,0,0,0
1998,623,83,12,1,1,0,0,1,8,2,4,4,1,2,2,2,2,2,2,3,0,0,0
1998,624,68,16,1,1,2,0,2,5,1,1,4,1,2,2,1,1,1,1,2,2,5,2
1998,625,53,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,626,52,16,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,627,73,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,628,35,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,629,25,15,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,630,34,16,2,3,0,0,0,5,2,2,2,2,2,1,2,2,3,3,2,2,2,2
1998,631,49,12,1,1,1,0,1,4,1,2,2,2,2,2,2,3,3,3,3,2,3,3
1998,632,44,17,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,633,60,16,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,634,34,16,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,635,56,12,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,636,36,18,1,1,1,0,1,4,2,4,2,2,2,2,2,3,3,3,3,3,3,3
1998,637,68,12,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,638,55,13,2,1,0,0,1,2,2,5,2,2,2,2,2,2,2,2,2,0,0,0
1998,639,26,10,2,2,0,0,0,8,2,3,5,8,1,8,1,3,8,3,2,0,0,0
1998,640,19,12,2,3,0,0,0,2,2,3,2,2,2,1,2,2,2,3,2,2,2,2
1998,641,25,11,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,642,28,12,2,2,1,0,1,1,3,2,4,2,2,2,2,2,2,2,2,0,0,0
1998,643,89,8,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,644,85,10,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,645,36,12,2,1,0,0,2,8,2,8,8,8,2,8,8,8,3,8,1,0,0,0
1998,646,53,7,2,1,1,0,3,5,3,2,1,1,2,1,2,3,2,2,3,0,0,0
1998,647,42,12,2,2,0,0,0,8,3,2,4,2,2,2,2,2,3,2,3,0,0,0
1998,648,65,15,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,649,57,12,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,650,75,12,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,651,55,12,2,2,2,0,2,9,2,2,3,9,9,9,9,9,9,9,9,3,2,2
1998,652,39,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,653,39,10,2,1,0,0,0,9,2,9,2,1,2,2,1,2,3,3,2,2,3,4
1998,654,78,12,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,655,27,12,2,1,2,0,2,2,2,2,2,1,1,1,1,1,2,1,1,3,2,1
1998,656,72,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,657,35,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,658,48,12,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,659,40,16,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,660,29,12,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,661,89,13,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,662,39,12,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,663,22,15,1,1,9,0,9,3,1,1,4,3,4,4,1,1,1,1,1,0,0,0
1998,664,21,12,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,665,44,13,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,666,43,98,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,667,24,17,1,1,0,0,0,3,3,5,1,1,2,1,1,1,1,1,5,3,1,1
1998,668,45,12,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,669,27,17,2,1,2,0,9,4,3,4,2,1,2,2,2,4,4,2,3,3,2,2
1998,670,26,12,2,1,0,0,0,3,1,2,4,2,1,2,2,3,3,3,1,2,6,3
1998,671,35,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,672,53,16,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,673,34,13,1,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,674,40,12,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,675,54,13,2,1,1,0,1,2,1,4,2,1,2,2,1,3,3,3,4,3,9,2
1998,676,62,12,1,1,0,0,0,3,2,4,3,2,2,2,1,2,2,2,2,2,3,4
1998,677,62,8,1,1,0,0,1,3,3,8,8,2,2,2,2,3,2,2,3,0,0,0
1998,678,45,12,1,1,0,0,0,3,2,4,2,1,2,1,1,1,1,1,2,3,2,2
1998,679,51,14,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,680,49,12,2,2,0,0,0,4,2,3,2,2,3,3,2,2,2,2,3,2,9,2
1998,681,37,12,2,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,682,42,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,683,49,12,2,1,2,0,3,8,1,4,3,1,2,1,1,1,1,1,3,3,2,1
1998,684,40,16,1,1,1,0,1,3,2,4,2,2,2,1,2,3,3,3,4,3,3,2
1998,685,25,12,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,686,31,19,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,687,50,14,2,1,0,0,1,2,3,3,3,2,2,2,2,2,2,2,2,0,0,0
1998,688,61,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,689,46,17,2,2,1,0,1,3,2,4,2,2,2,2,2,2,2,2,3,3,2,3
1998,690,73,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,691,56,12,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,692,57,11,2,2,0,0,1,9,9,9,9,1,1,1,1,1,1,1,3,0,0,0
1998,693,51,18,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,694,28,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,695,44,12,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,696,85,12,2,1,0,0,0,3,3,5,4,5,3,3,4,3,2,2,5,0,0,0
1998,697,63,19,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,698,49,16,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,699,39,12,1,1,0,0,1,8,1,3,3,3,3,3,2,2,2,2,2,0,0,0
1998,700,54,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,701,72,16,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,702,45,13,1,1,0,0,0,5,1,5,3,2,2,2,2,4,2,2,4,3,2,1
1998,703,68,9,2,1,0,0,1,8,1,5,2,1,1,1,1,1,1,1,2,0,0,0
1998,704,20,12,1,1,0,0,0,3,3,4,4,2,1,1,1,1,1,1,2,3,1,1
1998,705,26,15,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,706,56,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,707,58,12,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,708,53,16,2,1,1,0,1,3,2,4,2,2,2,2,2,2,2,2,3,3,2,9
1998,709,66,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,710,77,12,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,711,23,16,2,1,1,0,1,2,1,5,5,1,2,2,1,1,1,1,1,1,2,1
1998,712,47,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,713,47,12,2,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,714,54,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,715,55,16,1,1,0,0,0,2,2,5,2,1,2,1,1,1,1,1,2,3,2,1
1998,716,34,16,2,1,0,0,0,4,1,5,2,1,3,2,2,3,2,1,3,2,3,2
1998,717,40,16,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,718,53,17,2,1,2,0,1,4,2,4,2,1,1,2,2,2,1,1,2,3,2,2
1998,719,31,19,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,720,56,12,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,721,38,15,2,1,0,0,0,3,2,4,2,1,2,2,1,2,4,4,4,3,1,2
1998,722,66,12,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,723,31,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,724,82,8,1,1,1,0,2,3,1,2,2,2,2,2,2,2,2,2,2,3,2,2
1998,725,36,16,2,1,2,0,1,5,1,4,3,1,4,3,2,3,2,2,2,2,1,1
1998,726,85,8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,727,58,12,2,1,0,0,0,3,2,4,2,1,2,2,2,3,2,2,3,2,2,2
1998,728,70,10,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,729,41,12,1,1,0,0,0,3,1,4,2,2,2,2,2,2,4,2,4,3,2,2
1998,730,87,12,2,1,0,0,0,8,3,2,8,1,2,2,1,1,1,1,2,0,0,0
1998,731,76,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,732,61,11,2,1,0,0,1,1,2,1,2,2,2,2,2,2,1,1,1,0,0,0
1998,733,67,12,2,1,0,0,0,3,2,4,2,1,2,2,2,3,3,3,3,0,0,0
1998,734,57,12,2,1,1,0,2,4,1,4,2,2,3,2,2,2,2,2,2,3,2,2
1998,735,25,12,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,736,49,11,1,1,1,0,1,8,1,5,1,1,2,1,2,3,2,2,5,3,2,1
1998,737,35,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,738,64,8,1,1,0,0,1,9,3,4,2,2,2,2,2,2,2,2,2,0,0,0
1998,739,37,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,740,44,20,1,1,1,0,1,3,3,5,1,9,9,9,9,9,9,9,9,3,1,1
1998,741,56,16,2,1,1,0,1,4,2,5,2,2,3,3,2,2,1,1,2,2,2,1
1998,742,40,16,1,1,0,0,0,4,2,2,2,1,1,1,1,2,2,2,3,3,4,2
1998,743,33,16,2,1,2,0,1,5,2,4,3,2,2,2,1,1,2,2,1,3,2,2
1998,744,33,17,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,745,59,12,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,746,47,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,747,40,16,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,748,52,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,749,40,17,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,750,55,16,1,1,2,0,1,5,2,4,3,2,2,2,1,1,2,2,1,2,5,3
1998,751,69,12,2,1,0,0,1,8,1,9,9,1,2,2,1,3,2,2,1,0,0,0
1998,752,75,12,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,753,23,16,1,1,0,0,0,3,2,5,2,1,3,2,2,3,2,3,4,3,2,1
1998,754,23,17,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,755,25,17,2,1,0,0,0,3,2,4,2,1,2,2,1,2,2,2,3,3,3,2
1998,756,75,14,2,1,1,0,2,3,3,4,2,1,3,4,1,1,1,2,2,3,1,2
1998,757,57,13,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,758,28,16,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,759,20,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,760,27,16,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,761,37,14,2,1,1,0,1,1,1,2,2,1,1,1,1,1,1,2,2,9,3,2
1998,762,32,19,1,1,1,0,2,3,1,4,2,1,1,1,1,1,1,1,1,0,0,0
1998,763,56,12,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,764,56,12,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,765,87,12,2,1,0,0,1,8,3,5,5,9,9,9,9,9,9,9,9,0,0,0
1998,766,60,11,1,1,0,0,0,3,3,9,2,1,2,2,2,2,2,2,4,3,2,1
1998,767,87,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,768,40,16,2,1,2,0,8,5,1,1,4,1,2,2,2,2,1,1,1,3,1,2
1998,769,60,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,770,34,16,1,1,0,0,0,4,2,4,2,2,2,2,2,2,3,2,4,3,2,2
1998,771,38,14,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,772,54,12,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,773,33,11,1,1,0,0,0,4,1,4,2,2,2,2,2,2,3,3,5,0,0,0
1998,774,32,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,775,36,11,1,1,8,0,2,8,2,4,3,2,2,2,2,3,3,3,3,3,3,2
1998,776,25,16,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,777,27,14,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,778,70,9,1,1,0,0,1,8,1,8,5,5,5,5,4,8,8,8,4,0,0,0
1998,779,51,16,2,1,0,0,0,3,2,5,2,2,2,2,1,1,1,1,4,3,2,2
1998,780,26,14,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,781,29,12,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,782,46,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
